,source_id,x,y,z,phot_g_mean_mag,bp_rp,new_mass,parallax
191,5514550506977203328,-41.41630000626216,-399.2224489183139,-62.63100385436391,16.677488,2.7153599999999987,0.5947500765323639,2.499517615966701
192,5514366583587655424,-38.31157474329049,-392.0087256063167,-60.08343550150408,16.685652,2.565951000000002,0.599571579043216,2.5594539956096014
193,5514562365386452096,-38.36152248437281,-381.8795415209412,-57.869908335504505,16.685713,2.448196000000001,0.5995686433442214,2.6109521823199726
194,5514558414016678912,-39.19698264193303,-387.2160047404923,-59.54998454780208,16.698206,2.456811,0.598968563839334,2.5737992002887142
195,5514361910673123840,-37.83510319129846,-395.32276224989766,-60.23374536075752,16.71931,2.474422999999998,0.5979600980853442,2.5238389779922192
196,5514347788820872704,-35.192425960706004,-378.98525734855264,-58.39723464087788,16.735744,2.5490745,0.5971793115175915,2.6320613684046177
197,5514347445223517824,-37.55150900202739,-400.5831991941726,-62.060750517951945,16.743118,2.539879000000001,0.5968302489547272,2.491388688174202
198,5514629469956847488,-38.39228389851115,-353.797725075505,-53.9841439742641,16.750187,2.494696,0.5964963653721738,2.8125979077667416
199,5514573257423361920,-40.45588748545771,-391.13567532387856,-59.688014324675,16.752272,2.558765,0.5963980247622421,2.5495749189486925
200,5514296627169047808,-34.03686542755426,-377.2726950055886,-57.900469204961695,16.758574,2.510693999999999,0.5961011683461074,2.644339961026012
201,5516067356286460288,-38.68572397434366,-383.0438182555911,-55.36602249213715,16.768616,2.4682980000000008,0.5956293229404612,2.605462769707044
202,5515881848059510528,-37.74972012563052,-379.9246492125827,-54.27506766470728,16.77985,2.998236000000002,0.5913206934928894,2.634108509905571
203,5515166924983075456,-35.56395219029727,-408.0278649962104,-50.805330640077855,16.800287,2.492655000000001,0.5941506664118399,2.4570803395656164
204,5514297864119705984,-34.04972199996686,-386.1224490170223,-58.24688474641261,16.80797,2.7726489999999995,0.5629788041114807,2.589646821515917
205,5514520029892692992,-36.93508384773716,-382.5006203419841,-61.78440328831026,16.811407,2.542337999999999,0.593634885992391,2.6043917194632145
206,5517678072100898816,-48.334605774229175,-401.5815073317135,-58.46561809021638,16.816236,2.5559069999999995,0.5934114473908674,2.4820175118989662
207,5514372012436186880,-37.906196638019,-390.22189742349167,-58.948197432304994,16.859432,2.573215,0.5914273484962338,2.556833513235873
208,5514359883448845696,-34.86683245507069,-366.74356157896926,-57.21418581248098,16.87055,2.623847000000002,0.5909208863797004,2.717901400894778
209,5517703223430151936,-45.34284431054951,-365.4998984472203,-58.88253845848584,16.878628,2.642626,0.5905539804570739,2.717210401549055
210,5516114600919977728,-40.70070736873655,-380.1670520040121,-50.79899888368004,16.889605,2.590689,0.5900568441333431,2.628189249281272
211,5514347032906681728,-36.58296887913315,-390.59417386169343,-60.77803688979641,16.891142,2.5884189999999982,0.5899873674655823,2.5542818409141828
212,5514293809670338944,-33.56472158250065,-377.05651976251465,-59.05009325706655,16.891464,2.963026,0.5707901418209076,2.6507140138155463
213,5514534293479431296,-38.74419692926972,-384.7861666639312,-60.09439689953683,16.913374,2.6255190000000006,0.5889860406723568,2.591539123868462
214,5514374005300863872,-38.2859118817434,-385.741402061025,-57.78502105990128,16.915558,2.689986,0.4803224205970764,2.587264611141177
215,5514345211840457984,-34.46273387932655,-373.2215197349906,-57.13637770474331,16.941792,2.652571,0.5877158973015636,2.674124558388513
216,5514566690412520448,-38.97785276741479,-380.687023577158,-57.399774265939385,16.948679,2.878375,0.542943149805069,2.62366972691618
217,5514352839702295424,-34.73958531494685,-374.9230988460709,-55.61128166343357,16.957123,2.6457450000000016,0.5870352070672862,2.662910846690849
218,5516065840159179264,-39.33453970731003,-389.6032298552609,-56.58769245493187,16.96414,2.566894,0.5867247073646401,2.561763315174225
219,5517680752160903168,-49.82428047235709,-408.3942855818695,-60.737318822255816,16.97144,3.041634,0.5881732702255249,2.4451734370934104
220,5514568447060149760,-38.13159108590153,-372.2950518998231,-55.04904612084188,16.986254,2.93285,0.5216346383094788,2.6837939339306445
221,5516155901333520896,-44.16684025808348,-390.0285551607297,-55.66346577109809,16.99731,2.599285,0.5852658299650408,2.557809786096988
222,5514293874091434368,-35.84735404337883,-402.0517810010955,-63.06019938602904,16.999798,2.6601789999999994,0.585156991227218,2.4834816901990777
223,5515924522854796160,-36.72485832242492,-407.18259659962223,-53.07974649947849,17.026379,2.905849999999999,0.566922664642334,2.464893223296782
224,5514375066152563712,-38.16824070894288,-386.47368713588367,-57.01344961570163,17.043098,2.629380999999998,0.5832758249825465,2.5827231374729216
225,5514348750893488000,-37.30453264706614,-397.2833373417728,-60.51382903795343,17.043133,2.590577999999999,0.5832743143073182,2.51228944557109
226,5514356310035796992,-36.06888101549907,-378.6310994591734,-57.04035577015058,17.083717,2.678468999999998,0.5815332668534287,2.6356395329385784
227,5513526762870818176,-31.95071805536776,-389.6668846522837,-58.56167971382618,17.088064,2.6686000000000014,0.5813480353806505,2.565560520030619
228,5514552882098853632,-36.567567257967255,-372.3059316974976,-57.43405309386763,17.099762,2.584783999999999,0.5808507646712442,2.676332352364423
229,5515091093039484928,-32.42819975532615,-425.28595482508535,-53.24132940379323,17.111555,2.740001000000001,0.5803512156949353,2.3627497638034645
230,5514557005267410048,-41.1846284943239,-411.40663060672665,-63.89938428539836,17.144268,2.8480419999999995,0.4788451641798019,2.428991116198941
231,5514567858643715968,-38.850313712419,-381.0017390269807,-56.87122215080478,17.145296,2.735755000000001,0.5789316453050257,2.619443232818202
232,5515807076966452096,-34.36420802979822,-372.39311216268777,-55.00838153616567,17.169327,2.831498999999999,0.4449989348649978,2.683986729571167
233,5514584149460341632,-40.16612549414293,-378.7688137592399,-57.17329897018206,17.18373,2.692634,0.5773319422741713,2.6313832972633744
234,5519466908800590336,-52.386502891786535,-376.66536955711297,-53.40689543840993,17.199772,2.932929000000001,0.4308574646711349,2.642931654959278
235,5514339851720725632,-36.45099473016802,-380.01153046685806,-59.55813689771881,17.212486,2.7974279999999982,0.4551237672567367,2.624736106001522
236,5514553878531244160,-38.625911159130425,-389.7233611003938,-60.27490438993702,17.218348,2.632562,0.5759066420625412,2.55820939302254
237,5517649450439085696,-41.72922261710653,-365.0587842427989,-55.84863551146852,17.222866,2.7473579999999984,0.5757217041203754,2.726602897412532
