,source_id,x,y,z,phot_g_mean_mag,bp_rp,new_mass,parallax
108,5241131003459519488,52.333003758246406,-139.67297746206054,-10.378082700220745,14.253631,2.2958765000000003,0.5607880055904388,6.726495253973611
109,5238790177556654208,54.73486796818854,-138.23673205612218,-12.65146922952703,14.31615,2.35783,0.5523980259895325,6.740024483817173
110,5240563449293873536,66.21225548359867,-157.8463869589064,-9.344653696140496,14.335305,2.1660000000000004,0.6145605550291061,5.870780457065428
111,5239401987050310016,55.77747348126744,-144.9515699217071,-16.2813438923219,14.36582,2.280451,0.612180014841983,6.440976250324519
112,5240351587151737472,58.42119685463236,-149.6852367932931,-11.887492332587613,14.368297,2.1915889999999987,0.6119871839094149,6.243700556836457
113,5251822139120620544,47.97664177224047,-141.712203699518,-13.33682431334961,14.373212,2.696743,0.6107344627380371,6.700002708467135
114,5239625978195259008,53.42899463683271,-143.1838339727464,-13.226932662432269,14.382955,2.485861,0.5671864449977875,6.560865984848454
115,5239505341147028736,52.98953610001075,-143.50495564973284,-14.825798536076746,14.392325,2.3214539999999992,0.6101197877256344,6.544578709579236
116,5239665320086648704,54.11099506821238,-148.89980617608785,-16.060172920207172,14.4280615,2.28496,0.6073529704377502,6.317590888561361
117,5241540812064026368,49.61723828435972,-141.0909253983449,-8.276250190960951,14.440247,2.3458760000000005,0.6064124072602095,6.714824283048389
118,5332514610298862336,66.17514328370663,-131.67725739140437,-6.587595724937891,14.441894,2.323046,0.6062853919284016,6.818289557036507
119,5333939061947508480,60.44024783015171,-144.3497633044597,-3.4105535886314726,14.517282,2.350887,0.6004999189438146,6.428115833011044
120,5251380307238001664,49.77625122963443,-144.35715285420423,-16.031039407822092,14.550798,2.645753000000001,0.5769296586513519,6.555311609895011
121,5239770048573739520,49.08255516667746,-139.5016097455111,-13.840948219699976,14.616203,2.4654170000000004,0.5929921264937157,6.772547972983276
122,5239748023979938432,52.29384079285354,-149.1343204181539,-15.842145019427711,14.638804,2.397604000000001,0.5912899974186082,6.335246730539064
123,5253511951059697152,47.09787630773007,-141.94763359487413,-9.272962757011967,14.646771,2.41442,0.5906911512295205,6.713144742114226
124,5238718537478935168,59.21299942067466,-144.5704490669503,-13.851748074915434,14.679453,2.448580999999999,0.588240921847866,6.416054142750167
125,5240981572944580096,57.73587542983708,-148.14986065427445,-6.019530696647749,14.698117,2.3575850000000003,0.5868462098005741,6.324194996885656
126,5245619587849287424,41.87748761703378,-132.78275611931002,-23.13493882136192,14.714085,2.8502810000000007,0.4704563021659851,7.1296222249835255
127,5240349731725474688,53.73620961047909,-138.9865463216516,-11.150707387112725,14.737524,2.5070005,0.5839122798501502,6.733075563481803
128,5239479880579918208,52.913190153625806,-143.281097949093,-15.251215390039684,14.769816,2.599571000000001,0.5815190138622828,6.556727367212387
129,5240232393214353280,57.39629968709242,-141.0508795917246,-12.408055003275903,14.770715,2.554538000000001,0.5814525265559349,6.586843540173966
130,5241367982569964160,48.42368444600679,-136.68711041173583,-10.9726947627953,14.791617,2.466489,0.5799088194088641,6.916331078533398
131,5241147152537718656,53.11902738006077,-142.8100517919069,-11.314247713254971,14.796264,2.424266,0.57956617471818,6.584960220132436
132,5251325434734741504,45.82709769752371,-138.01505383116535,-17.058794407454457,14.832162,2.755154000000001,0.4473246932029724,6.87331016670547
133,5239770563969875456,52.3460596037216,-148.82688590683347,-14.671171351728916,14.868809,2.552106,0.5742432729096092,6.35278718919444
134,5239088316996695808,50.2836058680344,-134.60362134983876,-15.470664350163112,14.876207,2.642832500000001,0.5737032080796944,6.962021240279851
135,5251838356918566656,47.17229664713656,-142.25637918481283,-14.433239691607575,14.883756,2.558864999999999,0.5731526436025319,6.682852577323615
136,5239419957194688768,55.66603659070493,-142.90397532033222,-15.078650547174648,14.897606,2.589817,0.5721439074776207,6.531241064627881
137,5239421503382925568,55.243128224776974,-141.91103743481116,-14.848570758872604,14.902891,2.5472469999999987,0.5717594535771121,6.577088920230855
138,5251340930976542976,48.79323984231068,-139.9140533770654,-16.646731379622402,14.91791,2.560715000000002,0.570668315789081,6.7477176604580364
139,5251906595358394496,48.26404871109393,-142.13072173455978,-12.904279561789808,14.95656,2.673319000000001,0.5678699388629296,6.680663915203143
140,5251382334462450176,48.61951750534445,-140.1328744931559,-15.4006128812226,14.968053,2.8110469999999985,0.4356595128774643,6.750650756439503
141,5240490842838990976,54.79530930853563,-142.53556577705712,-9.221982256026642,14.968352,2.62598,0.5670188974908301,6.579617651517279
142,5240850559272714752,51.32446705289352,-131.4285012874841,-6.7947971987776015,14.972352,2.6633539999999982,0.5667305029650638,7.123154322280874
143,5241172303867599488,52.8674264235059,-142.1240150123646,-10.82384256355958,14.973374,2.5593070000000004,0.566656841693027,6.619662296420783
144,5239278085831538816,51.48206785699901,-140.728656865322,-16.198479075365903,14.99734,2.635937,0.5649322197024497,6.677296254304327
145,5240813485119116032,57.476039564977214,-145.80490776262303,-8.743530579283671,15.001899,2.608103,0.564604743317525,6.4135391562028135
146,5252825237326422784,39.452680191430105,-143.29953082255986,-14.65844009830996,15.040659,2.6585970000000003,0.5618282399307419,6.7382096918545535
147,5256572682191627904,36.6834286440692,-154.58287614803237,-12.867777196456323,15.056729,2.650891999999999,0.5606811019748629,6.315964905630807
148,5249996228254294784,35.55995139934579,-145.8379832013129,-17.19967072227437,15.079935,2.6538920000000026,0.5590287011115389,6.660818877485599
149,5242122316249435136,51.95103644383266,-151.69818345670106,-5.274356303470668,15.093184,2.156345,0.5580874807793533,6.284773792854269
150,5239401402934120960,54.97861322237436,-144.52224880556602,-16.218980026305033,15.113566,2.700905000000001,0.5566426192018123,6.475647475003075
151,5239819389159663616,50.89354444029418,-142.2787004528439,-13.116670562006496,15.121624,2.6715030000000013,0.556072427167507,6.636011728911981
152,5239652675713372032,52.72633359737025,-143.98973052092583,-12.525662784074903,15.13061,2.641414000000001,0.5554372577514728,6.542723998738689
153,5245969473066898816,40.27255186844522,-141.32390520002926,-24.22312370520271,15.130633,2.6287140000000004,0.5554356329430391,6.75601669637209
154,5240095053011380992,59.952011478485495,-140.48478082388408,-11.230045171886871,15.138046,2.6657519999999995,0.554912197680752,6.5731281181765215
155,5238615870594344960,59.536962172585774,-149.55611257300666,-17.267995994884373,15.156765,2.6515880000000003,0.5535926351046232,6.219867941192869
